Type,OpCo,Plant,Customer,Delivery Date,Movement,Industry,Material_Group
M,North America,US01,100264,15-09-2017,1031.922,2232,2021185
M,North America,US01,100478,15-09-2017,1031.922,2232,2020447
M,North America,US01,100264,19-09-2017,1031.922,2232,2021183
M,North America,US01,201393,21-09-2017,1031.922,2232,2021183
M,North America,US01,202354,25-09-2017,1031.922,2232,2020447
M,North America,US01,100076,26-09-2017,1031.922,2232,2020447
M,North America,US01,100264,29-09-2017,1031.922,2232,2021185
M,North America,US01,103098,02-10-2017,1031.922,2232,2020447
M,North America,US01,100333,05-10-2017,1031.922,2232,2020447
M,North America,US01,201393,06-10-2017,1031.922,2232,2020447
M,North America,US01,100333,06-10-2017,1031.922,2232,2021183
M,North America,US01,201420,09-10-2017,1031.922,2232,2021183
M,North America,US01,100468,10-10-2017,1031.922,2232,2020447
M,North America,US01,100478,16-10-2017,1031.922,2232,2020447
M,North America,US01,100252,17-10-2017,1031.922,2232,2020447
M,North America,US01,100468,17-10-2017,1031.922,2232,2020447
M,North America,US01,201097,17-10-2017,1031.922,2232,2020447
M,North America,US01,202354,26-10-2017,1031.922,2232,2020447
M,North America,US01,201058,30-10-2017,1031.922,2232,2020447
M,North America,US01,100076,31-10-2017,1031.922,2232,2020447
M,North America,US01,100118,09-11-2017,1031.922,2232,2021185
M,North America,US01,100252,09-11-2017,1031.922,2232,2020447
M,North America,US01,100478,13-11-2017,1031.922,2232,2020447
M,North America,US01,100032,15-11-2017,1031.922,2232,2021186
M,North America,US01,103098,16-11-2017,1031.922,2232,2020447
M,North America,US01,100252,21-11-2017,1031.922,2232,2020447
M,North America,US01,100032,29-11-2017,1031.922,2232,2020447
M,North America,US01,100478,05-12-2017,1031.922,2232,2020447
M,North America,US01,100213,14-12-2017,1031.922,2232,2020447
M,North America,US01,100032,15-12-2017,1031.922,2232,2020447
M,North America,US01,201058,18-12-2017,1031.922,2232,2020447
M,North America,US01,100478,19-12-2017,1031.922,2232,2020447
M,North America,US01,100032,22-12-2017,1031.922,2232,2021186
M,North America,US01,100213,22-12-2017,1031.922,2232,2020447
M,North America,US01,100264,22-12-2017,1031.922,2232,2020447
M,North America,US01,103098,22-12-2017,1031.922,2232,2020447
M,North America,US01,100264,02-01-2018,1031.922,2232,2020447
M,North America,US01,103098,05-01-2018,1031.922,2232,2020447
M,North America,US01,100478,15-01-2018,1031.922,2232,2020447
M,North America,US01,100333,05-02-2018,1031.922,2232,2021183
M,North America,US01,100333,08-02-2018,1031.922,2232,2021183
M,North America,US01,100032,09-02-2018,1031.922,2232,2021183
M,North America,US01,100478,14-02-2018,1031.922,2232,2020447
M,North America,US01,100333,09-11-2015,1031.922,2232,2020447
M,North America,US01,100333,05-02-2016,1031.922,2232,2020447
M,North America,US01,101807,10-08-2016,1031.922,2232,2020447
M,North America,US01,100076,27-10-2016,1031.922,2232,2020447
M,North America,US01,200430,23-10-2017,1031.922,1001,2019847
M,North America,US01,200430,20-02-2018,1031.922,1001,2019847
M,North America,US01,200430,05-03-2018,1031.922,1001,2019847
M,North America,US01,200430,09-12-2015,1031.922,1001,2019847
M,North America,US01,200430,22-04-2016,1031.922,1001,2019847
M,North America,US01,200430,29-08-2016,1031.922,1001,2019847
M,North America,US01,200430,14-11-2016,1031.922,1001,2019847
M,North America,US01,200430,06-02-2017,1031.922,1001,2019847
M,North America,US01,200430,06-03-2017,1031.922,1001,2019847
M,North America,US01,200430,28-03-2017,1031.922,1001,2019847
M,North America,US01,200430,01-05-2017,1031.922,1001,2019847
M,North America,US01,200430,19-06-2017,1031.922,1001,2019847
M,North America,US01,200430,11-07-2017,1031.922,1001,2019847
M,North America,US01,200430,01-08-2017,1031.922,1001,2019847
M,North America,US01,100333,16-02-2016,1031.922,4010,2020447
M,North America,US01,CL01,31-03-2016,1031.922,5000,2019123
M,North America,US01,202300,08-11-2016,1088.621,5000,2021088
M,North America,US01,202300,07-02-2017,1088.621,5000,2021088
M,North America,US01,100032,27-10-2017,1031.922,,2021183
M,North America,US01,100032,28-08-2017,1031.922,,2021186
M,North America,US01,201093,17-06-2020,1088.621,4345,2021536
M,North America,US01,101872,17-06-2020,1088.621,4345,2021536
M,North America,US01,201439,23-08-2015,1031.922,1003,2014737
M,North America,US01,202300,24-03-2017,1088.621,5000,2021088
M,North America,US01,201090,19-10-2015,1088.621,2013,2007175
M,North America,US01,200870,28-12-2015,1088.621,2013,2007175
M,North America,US01,201161,01-06-2016,1088.621,2013,2007175
M,North America,US01,201090,24-05-2016,1088.621,2013,2007175
M,North America,US01,201318,24-06-2020,1088.621,2013,2007175
M,North America,US01,200703,27-08-2015,1088.621,4355,2007175
M,North America,US01,200703,27-10-2015,1088.621,4355,2007175
M,North America,US01,200703,06-09-2016,1088.621,4355,2007175
M,North America,US01,200703,08-11-2016,1088.621,4355,2007175
M,North America,US01,200703,14-12-2016,1088.621,4355,2007175
M,North America,US01,200703,08-02-2017,1088.621,4355,2007175
M,North America,US01,200703,26-04-2017,1088.621,4355,2007175
M,North America,US01,200703,28-08-2017,1088.621,4355,2007175
M,North America,US01,100344,15-11-2017,1088.621,2014,2007175
M,North America,US01,100344,15-02-2018,1088.621,2014,2007175
M,North America,US01,201318,03-11-2016,1088.621,2014,2007175
M,North America,US01,100344,01-08-2017,1088.621,2014,2007175
M,North America,US01,100344,21-08-2017,1088.621,2014,2007175
M,North America,US01,202300,29-05-2018,1031.922,5000,2014301
M,North America,US01,202300,10-09-2018,1031.922,5000,2014301
M,North America,US01,202300,19-08-2019,1031.922,5000,2014301
M,North America,US01,201272,01-05-2019,1088.621,4345,2021536
M,North America,US01,203328,05-06-2019,1088.621,4345,2021536
M,North America,US01,201142,07-06-2019,1088.621,4345,2021536
M,North America,US01,101872,10-06-2019,1088.621,4345,2021536
M,North America,US01,203054,10-06-2019,1088.621,4345,2021536
M,North America,US01,201093,11-06-2019,1088.621,4345,2021536
M,North America,US01,201142,12-06-2019,1088.621,4345,2021536
M,North America,US01,201142,18-06-2019,1088.621,4345,2021536
M,North America,US01,201391,21-06-2019,1088.621,4345,2021536
M,North America,US01,201142,11-07-2019,1088.621,4345,2021536
M,North America,US01,201093,12-07-2019,1088.621,4345,2021536
M,North America,US01,201142,15-07-2019,1088.621,4345,2021536
M,North America,US01,201272,18-07-2019,1088.621,4345,2021536
M,North America,US01,101872,01-08-2019,1088.621,4345,2021536
M,North America,US01,201391,01-08-2019,1088.621,4345,2021536
M,North America,US01,201093,09-08-2019,1088.621,4345,2021536
M,North America,US01,203054,09-08-2019,1088.621,4345,2021536
M,North America,US01,201093,06-09-2019,1088.621,4345,2021536
M,North America,US01,201391,11-09-2019,1088.621,4345,2021536
M,North America,US01,101872,13-09-2019,1088.621,4345,2021536
M,North America,US01,201272,03-10-2019,1088.621,4345,2021536
M,North America,US01,203054,17-10-2019,1088.621,4345,2021536
M,North America,US01,201093,23-10-2019,1088.621,4345,2021536
M,North America,US01,201391,24-10-2019,1088.621,4345,2021536
M,North America,US01,101872,29-10-2019,1088.621,4345,2021536
M,North America,US01,201177,04-11-2019,1088.621,4345,2021536
M,North America,US01,203054,04-11-2019,1088.621,4345,2021536
M,North America,US01,201093,02-12-2019,1088.621,4345,2021536
M,North America,US01,101872,13-12-2019,1088.621,4345,2021536
M,North America,US01,203054,02-01-2020,1088.621,4345,2021536
M,North America,US01,101872,29-01-2020,1088.621,4345,2021536
M,North America,US01,201093,31-01-2020,1088.621,4345,2021536
M,North America,US01,203054,31-01-2020,1088.621,4345,2021536
M,North America,US01,201142,18-02-2020,1088.621,4345,2021536
M,North America,US01,201093,05-03-2020,1088.621,4345,2021536
M,North America,US01,101872,13-03-2020,1088.621,4345,2021536
M,North America,US01,203054,31-03-2020,1088.621,4345,2021536
M,North America,US01,201093,01-04-2020,1088.621,4345,2021536
M,North America,US01,201272,22-04-2020,1088.621,4345,2021536
M,North America,US01,101872,01-05-2020,1088.621,4345,2021536
M,North America,US01,201093,13-05-2020,1088.621,4345,2021536
M,North America,US01,201391,15-05-2020,1088.621,4345,2021536
M,North America,US01,203054,20-05-2020,1088.621,4345,2021536
M,North America,US01,203054,20-07-2020,1088.621,4345,2021536
M,North America,US01,203328,29-07-2020,1088.621,4345,2021536
M,North America,US01,101872,29-07-2020,1088.621,4345,2021536
M,North America,US01,201093,30-07-2020,1088.621,4345,2021536
M,North America,US01,201093,25-08-2020,1088.621,4345,2021536
M,North America,US01,101872,10-09-2020,1088.621,4345,2021536
M,North America,US01,201272,15-09-2020,1088.621,4345,2021536
M,North America,US01,201391,16-09-2020,1088.621,4345,2021536
M,North America,US01,203054,25-09-2020,1088.621,4345,2021536
M,North America,US01,101872,20-10-2020,1088.621,4345,2021536
M,North America,US01,201093,23-11-2020,1088.621,4345,2021536
M,North America,US01,101872,26-01-2021,1088.621,4345,2021536
M,North America,US01,203054,29-01-2021,1088.621,4345,2021536
M,North America,US01,201093,18-03-2021,1088.621,4345,2021536
M,North America,US01,203054,01-06-2021,1088.621,4345,2021536
M,North America,US01,201093,14-06-2021,1088.621,4345,2021536
M,North America,US01,201177,23-06-2021,1088.621,4345,2021536
M,North America,US01,203054,13-07-2021,1088.621,4345,2021536
M,North America,US01,201391,13-07-2021,1088.621,4345,2021536
M,North America,US01,201391,27-08-2021,1088.621,4345,2021536
M,North America,US01,203328,10-09-2021,1088.621,4345,2021536
M,North America,US01,201093,22-09-2021,1088.621,4345,2021536
M,North America,US01,201093,12-11-2021,1088.621,4345,2021536
M,North America,US01,101872,17-11-2021,1088.621,4345,2021536
M,North America,US01,203054,16-12-2021,1088.621,4345,2021536
M,North America,US01,201093,22-12-2021,1088.621,4345,2021536
M,North America,US01,201396,10-01-2022,1088.621,1002,2021536
M,North America,US01,101872,18-01-2022,1088.621,4345,2021536
M,North America,US01,201391,31-01-2022,1088.621,4345,2021536
M,North America,US01,201093,11-02-2022,1088.621,4345,2021536
M,North America,US01,101872,02-03-2022,1088.621,4345,2021536
M,North America,US01,201391,10-03-2022,1088.621,4345,2021536
M,North America,US01,203054,11-03-2022,1088.621,4345,2021536
M,North America,US01,201396,15-03-2022,1088.621,1002,2021536
M,North America,US01,201093,17-03-2022,1088.621,4345,2021536
M,North America,US01,101872,01-04-2022,1088.621,4345,2021536
M,North America,US01,201391,05-04-2022,1088.621,4345,2021536
M,North America,US01,201396,13-04-2022,1088.621,1002,2021536
